Date;Food;Beer;Smoke;Games;Books;Hshld;Clths;Hlth;Chems;Txtls;Cnstr;Steel;FabPr;ElcEq;Autos;Carry;Mines;Coal;Oil;Util;Telcm;Servs;BusEq;Paper;Trans;Whlsl;Rtail;Meals;Fin;Other
193305;  11.21;  87.61;   9.24;  49.88;  24.57;  17.95;  26.03;  23.66;  28.83;  39.45;  43.80;  23.34;  30.53;  18.94;  25.26;  25.52;  32.74;  31.69;  17.07;  19.30;  17.37;  11.46;  22.29;  14.40;  32.59;  57.49;  16.66;  24.89;  26.23;  45.76
193306;  13.29;  35.17;   4.81;  19.16;  27.44;   6.35;   2.44;  10.39;  11.75;  20.44;  21.27;  10.93;  14.62;  10.11;  19.73;  19.72;  12.63;  25.03;  11.77;  15.59;  10.50;   4.13;  12.72;   5.25;  13.83;  49.90;  15.69;  11.59;  18.56;  16.26
193307;  -8.17; -14.97;  -2.10;  -7.38; -22.54;  -9.19;  -4.33; -19.11;  -9.18; -15.68; -14.93; -10.17; -20.08; -11.36;  -6.80; -16.36;  -8.79; -24.33; -11.61; -13.49;  -4.36;  -1.79; -10.31;  -5.56;  -4.49; -13.00; -13.40; -16.16; -12.47;  -2.87
193308;   8.94;  33.20;  10.19;  29.31;  22.17;  11.27;   5.83;  -0.42;  21.04;  10.92;  14.59;  11.58;  19.74;  13.47;  20.06;  23.93;  17.15;  16.81;  19.15;  -1.24;   4.53;  -1.75;  11.38;  10.69;  15.65;  12.52;   7.00;   8.03;   9.23;  21.99
193309;  -8.79;  -5.80;  -3.73;  -8.02; -26.63; -12.17; -12.07;  -1.34;  -7.74; -10.22; -14.62;  -9.11; -15.74; -19.30; -15.22; -14.50;   5.60; -20.24;  -2.17; -19.76;  -3.70;  -3.02; -11.42;  -4.19; -20.12; -21.77;  -8.49; -12.01; -17.07; -11.33
193310;  -8.17;  -3.63; -11.60; -12.74;  -6.33;  -6.46;  -3.68;  -6.03;  -4.69;  -9.85;  -6.67; -12.91;  -5.37; -10.89; -10.26; -13.52;  -4.57; -17.87;  -4.53;  -7.52;  -7.18;  -8.72;  -6.89;  -2.67; -12.64;  -7.18;  -7.63; -16.76; -12.90;  -7.69
193311;   5.98;  -7.19;   4.47;   4.76;  -0.26;   7.53;   9.66;   9.45;  15.61;   2.98;  10.48;  11.93;  13.38;  12.21;  25.72;  12.48;   0.05;   8.04;  14.86;  -2.44;   5.63;  -0.25;  14.67;  10.66;   6.40;   7.39;  14.76;   6.31;   6.50;   8.66
193312;  -3.27;  -1.49;  -4.91;  -4.19;   2.86;  -4.33;  -1.78; -11.78;   6.75;   6.19;   3.56;   5.29;   2.25;   0.38;   9.60;   8.09;  -1.17;  -3.47;  -1.16;   1.06;  -3.80;  -2.27;   3.71;   3.18;   6.85; -15.99;   4.86;   0.31;   3.51;   7.74
193401;  10.29;  15.35;   6.53;  16.59;  26.70;  10.47;  16.14;  16.79;   4.65;  23.21;  16.59;  12.93;  18.64;  17.33;  13.09;  24.68;   2.28;  26.05;   8.39;  20.54;   5.97;   8.23;  13.29;   4.23;  20.80;  38.31;  16.91;  30.55;  24.10;  13.22
193402;  -6.56; -12.45;  -3.20;   9.54;   1.03;   0.41;  -3.46;  -3.60;  -2.71;   1.33;  -6.60;  -1.96;  -4.11;  -8.19;  -2.51;  -9.11;   2.86;  -0.03;  -3.46;  -1.75;   2.12;  -0.83;  -1.99;   2.18;  -3.15;   5.37;   3.00;   5.59;  -1.80;   5.53
193403;   2.33;   2.84;  -0.58;   4.62;   5.77;  -6.10;  -1.95;  -0.64;  -0.94;   0.82;  -1.50;  -1.16;  -0.42;   6.47;  -0.35;   0.57;   4.67;  -6.61;  -1.21;  -1.81;   1.26;   3.08;  -3.93;  -1.41;   0.05;   2.32;   2.28;   7.74;   0.60;  -1.61
193404;   3.22;  -1.15;   4.10;  -3.57;  10.40;  -0.12;  -1.55;   8.00;  -3.22;  -2.40;  -1.30;  -4.51;  -4.05;  -4.41;  -6.56;  -2.36;  -2.93;  -1.79;  -1.99;  -3.76;  -1.25;   1.38;   2.66;   3.03;  -1.39;   2.25;  -1.17;  -6.15;  -1.03;  -1.14
193405;  -4.23; -17.58;   1.42;  -2.73;  -7.69;  -6.07;  -5.19;  -0.34;  -7.05; -12.09; -10.63; -12.70; -13.20;  -8.12; -13.14; -12.60;   1.15;  -9.06;  -4.52;  -7.79;  -4.30;  -2.60;  -3.23;  -7.66;  -8.99;  -9.37;  -7.83; -13.64;  -8.34;  -7.93
193406;   3.70;  -2.82;   5.16; -13.51;   0.04;   6.29;   2.33;   2.03;   4.41;   2.03;   5.13;   6.30;   2.50;   1.41;  -2.88;  -3.54;   3.64;   3.50;   1.15;   4.32;   1.27;   0.97;   5.73;   4.33;   3.31;  -3.04;   2.58;  -2.79;   5.07;   5.86
193407;  -5.53; -24.35;  -0.87; -24.92; -20.18;  -8.86;  -8.54;  -1.90;  -5.14; -17.83; -16.74; -16.26; -18.29; -14.21; -14.34; -17.28; -10.58; -23.12;  -9.45; -17.26;  -4.35;  -2.21;  -7.39;  -3.24; -19.54; -15.94;  -8.09; -16.61; -14.87;  -6.38
193408;   4.44;  14.28;   3.63;  21.72;   3.99;   7.55;   1.79;  -3.07;   6.20;   5.80;  10.70;   8.82;  10.65;   7.17;  11.20;   2.64;   9.91;   8.53;   6.07;   2.03;   2.56; -38.57;   5.58;   5.00;   3.09;   9.75;   4.60;   8.21;   5.66;   7.21
193409;  -1.59;  -1.76;   2.65;   9.84;  -2.13;  -3.23;   1.77;   0.82;   0.81;   4.31;  -2.23;  -4.29;   2.66;  -0.82;   0.58;  -2.29;  -3.60;   4.02;  -2.45;   1.61;   1.79;   3.69;   0.60;   1.54;   0.45;   0.47;   2.69;  -2.52;  -2.27;  -0.39
193410;  -1.01;   3.21;   2.86;  -5.02;  -1.72;   6.21;   2.63;  -0.71;   0.36;  -4.39;   2.93;  -6.01;   1.82;  -4.72;  -2.49;   2.11;  -6.52;  -0.45;  -4.77;  -7.60;  -1.44;  63.62;   5.87;   1.47;  -3.30;   7.93;   1.63;  -3.31;   1.90;   3.37
193411;   7.17;  20.09;   9.05;  13.60;  16.89;  12.16;   6.50;   4.06;   8.70;  15.68;  14.90;  13.09;  21.73;  15.58;  17.70;  21.01;  -0.99;   5.34;   7.06;  -0.29;  -1.73;   2.33;  10.25;   8.02;   5.75;  11.67;   9.68;  10.51;   8.68;  15.24
193412;   0.05;   2.10;  -2.90;  -0.82;   1.52;   0.65;   3.43;   0.61;  -0.33;  -4.48;   0.80;   4.16;   8.37;   5.45;   3.56;   1.14;   2.31;   1.17;   0.67;  -8.64;  -0.60; -36.98;   0.68;   4.46;  -0.29;   3.47;  -1.21;   4.27;   1.44;  -0.45
193501;  -0.38;  -8.29;  -2.18;  -7.48;  -3.73;   1.65;  -0.95;  -0.86;  -1.40;  -2.04;  -3.12;  -5.76;  -0.83;   2.66;  -8.97;  -2.75;  -5.49;  -7.60;  -4.31;  -3.17;  -0.46; -11.50;  -1.62;   1.27;  -7.61; -10.68;  -5.31;  -5.04;  -5.03;  -5.89
193502;   2.91;   1.72;   0.79;  -4.73;  -3.11;   5.83;  -1.01;   4.30;  -0.04;  -5.35;  -3.98;  -6.78;   0.55;  -2.24;  -3.65;  -8.54;  -1.16;  -9.42;  -3.26; -12.19;   1.04;   7.49;   4.74;   5.82;  -6.79;  -2.34;  -0.59;  -2.91;  -1.79;  -2.34
193503;  -4.33;  -0.96;  -5.92;  -4.59;  -2.25;  -6.93;  -2.76;  -3.14;  -3.04;  -9.71;  -6.89;  -4.14;  -7.61;  -6.16;  -6.29;  -8.51;   3.87; -11.24;  -3.67;  12.36;  -0.72;  -2.13;  -0.60;  -2.32;  -9.27;  -8.06;  -4.31;  -4.36;  -1.72;  -5.20
193504;   4.48;  -3.71;   9.02;   9.87;  10.39;   5.90;   4.60;   3.18;   8.73;   6.15;  10.84;  14.29;   9.93;   9.09;   5.42;  -0.24;   9.13;   8.22;  15.62;  11.15;   9.13;   1.61;  12.13;   3.99;   9.70;   2.90;   7.12;  -3.76;   6.30;   8.07
193505;   0.25;  -1.62;   2.18;  12.59;   2.63;  -0.98;   2.07;  -4.08;   3.07;   1.46;   3.38;  -0.32;   2.86;   3.70;   2.72;   1.97;   3.91;  -7.23;   3.68;  13.77;   8.38;   7.72;   0.94;   2.66;   2.52;  -1.71;   2.62;   1.06;   5.76;   3.68
193506;   6.58;  10.82;   4.40;   9.33;   3.42;   3.05;   2.08;   4.08;   6.24;   7.36;   7.99;   2.77;  12.01;   9.10;  10.04;   7.60;  -0.16;   4.66;   1.45;   9.13;   5.32;   0.90;   7.09;  10.54;   7.59;   0.96;   6.35;   4.52;   7.36;   4.55
193507;  -0.34;   2.10;   7.59;   3.73;   2.79;   7.90;   4.27;   3.20;   4.97;   9.69;  12.59;  18.57;  15.56;  14.10;  18.65;  15.64;   0.06;   6.73;   0.05;   9.23;   5.74; 123.37;   1.82;   5.76;   8.96;   0.61;   7.61;   2.87;   8.06;   4.42
193508;  -3.43;   9.71;  -0.10;  13.16;  -2.60;   1.58;  -0.99;   0.25;   5.12;   1.20;   1.25;   6.53;   2.29;   4.64;   8.77;  -2.15;   5.61;   2.27;  -1.96;   7.23;   4.07; -47.55;   0.46;  -2.98;   1.03;  13.21;   2.94;   5.50;   5.66;   0.75
193509;   1.00;   7.99;   1.53;  10.23;   1.18;   0.25;   0.15;   1.10;   7.02;  15.55;   2.62;   4.12;   5.86;   8.41;  10.93;  -5.61;  -0.04;  -0.10;  -3.39;  -2.04;   4.27;   1.01;   6.43;   2.58;   1.05;   3.29;  -0.67;   2.71;  -1.82;   4.15
193510;   5.98;  16.07;   1.58;   3.69;  13.50;   0.52;   3.22;   5.98;   3.99;   7.13;  13.79;   5.77;   8.23;   8.06;  13.67;   7.46;  -0.90;  -4.41;  13.82;  14.16;   3.11;  73.54;  10.33;   4.31;  -0.87;   5.33;   1.11;   5.82;   8.00;   6.93
193511;   2.03;  -2.42;  -0.52;  14.29;  12.12;  -3.05;   2.27;   1.74;   2.41;   1.45;   5.38;   7.35;   5.36;   8.43;   3.57;  13.31;   9.90;  11.48;   2.68;   0.83;   9.72;   9.47;   0.52;   0.76;  14.70;  11.80;   2.58;  16.52;  12.70;   9.69
193512;   4.05;  -1.40;  -0.34;   2.00;   1.18;   4.72;   2.38;   2.35;   1.13;   3.67;   9.22;   4.59;   3.78;   4.48;   6.26;  12.31;   7.19;  -1.33;  14.30;   5.63;  -0.14;   0.23;   1.39;  -4.27;   3.05;   0.42;  -1.09;   1.69;   5.44;   1.67
193601;   3.35;  -6.62;   3.34;  13.35;   4.75;   2.15;   4.05;   3.46;   5.46;   9.18;   7.36;   6.76;   8.29;   7.41;   4.10;   9.23;  10.25;   8.23;  14.18;  12.54;   4.17;  11.34;   4.42;  -5.72;  15.62;   7.76;  -3.31;  18.53;   6.58;  -0.18
193602;   2.52;   9.13;  -3.29;   2.23;  -2.83;  -1.15;   4.35;   3.46;   2.95;   0.76;   5.57;  10.45;   6.61;  -0.88;   3.97;   7.38;   2.97;   9.00;   1.13;  -6.60;   6.57;   4.26;   3.16;  -0.36;   4.69;  -2.56;   0.91;   6.25;  -0.83;  -3.69
193603;  -1.26;  -0.72;  -4.09;  -5.39;   5.90;   3.00;  -1.36;   3.51;   2.85;   1.60;  -0.69;   1.84;   7.79;  -0.55;  10.27;  -0.74;  -4.09;  -5.99;   1.76;   0.65;  -3.43;  -6.91;   1.07;   0.89;  -3.12;  -0.95;   1.12;   3.97;  -2.28;   1.22
193604;  -4.57; -10.11;  -2.55; -11.88; -11.51; -10.44;  -5.93;  -9.20;  -6.52; -11.14; -11.36; -10.89; -10.74;  -9.40;  -9.87; -12.44;  -5.46; -14.28; -10.17;  -8.35;  -5.63;  -0.36;  -6.92;  -1.87;  -7.50; -11.85;  -5.03; -11.37;  -7.61;  -6.51
193605;   6.17;  -1.98;   4.72;  -1.45;  -0.24;  -1.94;   1.60;   4.80;   6.42;   3.02;   4.71;   6.62;   8.11;   6.78;   4.11;  12.14;   3.75;   2.77;  -0.62;   9.53;   6.46;   5.76;   1.89;   3.10;   6.61;   8.43;   6.70;   5.79;  13.02;   1.10
193606;   2.99;  -4.56;   2.67;   3.81;  -4.45;   5.90;  -0.50;   1.28;   3.70;   0.49;   0.21;  -1.12;   1.59;   0.86;   6.81;  -1.49;  -2.96;  -2.03;   1.78;   3.62;   2.43;  -3.27;   2.29;   0.43;   2.07;   3.02;   5.39;   1.48;   3.73;  -4.81
193607;   2.40;   6.89;   3.05;  13.31;   4.18;   2.14;   1.22;   4.66;   9.06;   8.02;   9.80;  10.55;   1.47;  14.50;   5.04;  11.01;   5.69;   8.31;   4.70;  11.59;   2.44; -26.44;   6.69;  -1.42;  12.38;   9.42;   6.26;   9.68;   7.15;  -0.95
193608;   1.02;   8.83;   0.00;   8.02;   6.30;   2.06;  -1.89;  -1.48;  -1.40;   0.84;   1.61;   6.30;   1.06;   4.25;  -0.40;   3.48;   2.50;   5.03;  -0.75;  -1.02;   1.76;   3.81;  -1.94;  -2.80;   2.06;   3.95;   2.48;   2.30;   0.21;   1.01
193609;  -1.45;   1.63;  -0.78;   3.79;   0.81;   2.87;   0.45;   0.77;   1.89;   6.11;  -0.48;   1.32;   4.05;  -2.42;   3.24;   6.18;  -2.57;   4.51;   1.00;  -2.05;   0.31;   3.82;   1.67;   1.98;   0.79;   3.53;   2.56;   8.56;   2.31;   2.56
193610;   4.35;   2.79;   1.26;   8.09;   4.15;  12.35;   2.53;   3.78;   5.60;   8.29;   6.85;  12.61;   8.15;   6.60;   5.22;  -0.63;  22.72;  -0.36;  12.40;   5.73;   5.09;   1.94;   3.69;   3.71;   6.63;   7.03;  11.43;   4.90;   5.49;   2.40
193611;   4.56;   7.95;   3.24;  12.53;   0.85;   2.84;   4.05;   3.37;   4.80;  11.71;   8.86;   4.66;   5.73;   5.57;  -0.98;   7.57;   2.98;   4.16;   1.45;  -2.84;   3.87;   6.22;   5.35;   3.22;  -3.76;  17.42;  10.94;   9.86;   5.97;   7.07
193612;  -0.69;  -5.96;  -2.87;   4.30;  -0.76;   3.93;   1.62;  -2.06;  -2.22;  -0.80;   1.69;   4.51;   5.13;   3.25;  -7.39;   6.90;   1.59;   0.00;   9.20;  -1.63;  -0.42;   1.72;   1.11;  -0.63;  -2.12;  -1.81;  -8.32;  -4.86;  -2.72;   4.97
193701;   2.49;   1.47;   2.65;   3.36;   1.84;  12.52;   0.44;   3.47;   1.69;   5.02;   7.97;   6.21;   4.31;  12.23;   7.30;   4.95;   0.05;   2.30;   2.41;   2.61;  -0.85;   0.89;  -0.54;  -0.85;   1.25;   4.91;  -0.02;   0.86;   0.48;   4.90
193702;   2.25;   6.67;  -1.89;   1.06;  -2.21;  -2.07;   1.72;  -3.73;  -0.71;  -1.12;  -2.89;  10.79;  -0.32;  -2.32;  -0.18;   0.14;  11.85;   0.27;   1.36;  -4.21;  -3.06;  10.69;   1.53;  -1.99;   5.95;  -4.01;   3.05;   4.68;  -0.39;   5.49
193703;   2.23;   4.12;  -6.76;   0.99;  -8.23;  -0.38;  -2.23;  -5.03;  -2.25;  -4.55;  -0.18;   5.81;  -0.48;  -4.87;  -3.06;  -4.40;   6.13;   6.46;   3.49;  -6.32;  -2.10;  -3.41;  -3.45;   3.34;   5.17;   3.80;  -2.75;  -4.45;  -3.64;  -2.47
193704;  -7.29;  -9.07;  -4.14;  -5.01; -10.81;  -1.58;  -3.32;  -3.32;  -4.64;  -8.45;  -9.76; -15.32;  -3.56;  -7.67;  -8.00; -11.05; -15.52; -10.39;  -5.25;  -7.48;  -5.25; -10.14;  -7.48;  -7.25;  -4.82; -10.12;  -7.10; -12.47;  -6.88;  -7.89
193705;  -0.26;  -0.26;   0.02;  -0.67; -10.99;  -3.50;  -0.51;   1.68;   2.37;  -3.18;   1.28;   0.73;   1.14;  -0.98;  -2.18;  -1.44;  -1.38;  -1.98;  -0.20;  -5.30;   1.53;   0.34;   5.64;   0.81;  -3.85;  -0.98;  -4.75;   2.29;  -3.28;   1.47
193706;  -3.09;  -7.05;  -1.79;  -7.96; -12.62;  -4.32;  -6.31;  -4.13;  -3.04;  -6.21;  -7.60;  -2.22;  -3.40;  -0.55; -10.69;  -6.34;  -5.36;  -9.80;  -2.61;  -5.27;   1.42;  -0.04;  -3.80;  -4.94; -11.59;   0.30;  -1.46;  -7.38;  -5.01;  -3.07
193707;   3.44;   7.94;   7.16;  14.42;   7.74;   8.75;   6.59;   4.14;   5.03;  10.08;  11.93;  12.81;   9.76;   9.60;  12.97;   6.69;   9.94;   2.65;   8.48;  19.33;   3.27;   0.40;   9.42;   9.81;   4.38;   8.12;  10.50;   5.90;  16.25;   3.04
193708;  -2.40;  -2.39;  -2.19;  -2.31;  -5.41;  -5.53;  -3.58;   1.10;  -2.73;  -4.16;  -4.88;  -5.73;  -4.19;  -6.43;  -2.54;  -6.75;  -3.49;  -0.54;  -6.65; -10.20;  -2.54;   1.89;  -0.31;  -2.50;  -7.00;  -4.04;  -4.28;  -4.38; -15.08;   0.30
193709; -10.65; -11.36;  -3.86; -15.83; -21.53; -13.51;  -9.97; -10.80;  -9.49; -20.51; -19.84; -24.80; -15.62; -15.81; -12.74; -24.11; -17.87; -16.79; -13.10; -11.76;  -2.10;  -6.67;  -9.91; -11.05; -16.16; -20.26; -14.00; -14.68; -14.64; -17.82
193710;  -7.48;  -9.90;  -4.41; -10.64; -15.26;  -7.01; -11.12;  -3.55; -11.93; -13.66; -13.97; -17.22; -17.08;  -7.01; -13.22; -11.28;   3.36; -13.45;  -6.90;  -4.80;  -5.36;  -5.33;  -7.61;  -6.20; -14.19;  -6.75;  -6.90;  -6.00;  -8.36;  -8.07
193711;  -5.38;  -3.25;  -4.77; -19.48; -13.55;  -8.27; -12.97;  -5.13;  -9.72; -15.32;  -5.05;  -8.42; -12.83;  -1.94; -16.06;  -5.89;  -1.60; -10.38; -11.57;   2.96;  -3.59;  -1.91; -10.42; -11.53;  -7.14;  -9.65; -14.64;  -6.45;  -7.25;  -8.76
193712;  -2.32;  -7.40;  -0.73; -12.31; -13.00;  -5.42;  -3.78;  -2.41;   0.88; -10.30;  -8.41;  -1.85;  -4.31;  -3.33; -16.33;   9.75;  -1.22; -11.05;  -1.16; -10.73;  -1.55;  -1.14;   0.65; -13.37;  -8.56; -17.02;  -6.48;  -9.38;  -7.32; -13.35
193801;   3.93;  -1.44;   0.16;   5.08;  11.96;   4.42;   7.56;   3.51;  -1.67;   9.19;  -6.62;  -0.88;  -3.03;  -3.57;  12.03;  -4.86;   8.19;   0.86;   0.47;  -5.72;  -2.43;   0.51;   0.23;   8.32;  -2.07;   5.73;   6.09;   0.65;  -0.28;  -0.19
193802;   4.38;   9.31;   1.60;   2.72;   3.41;   3.84;   2.22;   8.62;   7.82;   5.96;  12.22;   7.57;  11.67;   4.35;   3.78;   9.41;  -2.65;   1.78;   9.54;   3.63;  -2.32;   0.32;   4.38;   9.29;   7.28;   6.89;   9.60;   8.42;   6.70;   5.42
193803; -16.59; -24.68; -12.56; -31.52; -28.34; -21.54; -17.76; -14.54; -22.58; -26.00; -26.90; -30.32; -26.31; -30.99; -27.46; -29.00; -24.15; -33.13; -25.44; -19.66; -17.67;  -4.49; -20.51; -18.57; -35.32; -23.94; -22.32; -23.71; -25.54; -24.06
193804;  13.56;  12.08;  10.39;  23.06;  22.51;  18.27;  10.67;  11.82;   6.91;  12.23;  22.15;  16.23;  14.93;  17.17;  14.77;  26.51;  16.22;  18.32;  16.30;  14.78;  13.47;   2.39;  15.92;  12.30;  11.91;  13.82;  16.40;  15.85;  16.72;  14.97
193805;  -0.29;  -3.24;   1.64;  -7.40;  -3.52;  -1.83;  -5.72;   1.70;  -3.65;  -7.29;  -9.40; -10.75;  -9.36;  -3.49;  -6.95;  -6.58;  -3.18;  -8.56;  -5.89;   2.15;   0.83;  35.74;  -2.00;  -1.90;  -4.71;  -4.14;  -3.92;  -2.44;  -5.15;  -8.58
193806;  12.75;  18.01;  11.36;  31.11;  32.79;  14.13;  14.77;  10.09;  30.02;  37.48;  41.02;  41.33;  34.26;  31.05;  36.02;  25.07;  19.27;  28.91;  21.98;  16.95;  12.57;   4.27;  19.75;  21.15;  27.20;  27.03;  24.15;  16.33;  26.63;  32.12
193807;   4.67;  11.70;   7.69;   4.04;  10.56;   9.51;  12.81;   5.80;   6.11;  16.63;   8.39;   6.52;   5.10;   4.77;  20.40;   8.87;   9.62;  10.48;   7.33;   0.67;   1.28;  21.40;   8.26;   4.08;  11.64;   8.60;   8.99;  13.21;   8.87;  10.88
193808;  -4.83;  -4.98;  -2.17;   3.07;  -7.60;  -0.49;  -4.61;   0.36;   0.38;  -6.96;   1.46;  -3.40;  -5.28;  -0.45;   5.77;  -6.24;  -1.59;  -5.40;  -8.88;  -5.53;   0.28;  -3.55;  -2.81;  -4.27;  -5.33;  -5.45;  -2.38;  -3.37;  -4.09;  -0.35
193809;   0.08;  -0.92;   1.34;  -1.06;  -2.34;   0.71;   2.32;   0.00;   2.71;  -1.08;   1.37;   2.17;   0.83;   2.24;   0.65;  -1.72;  -1.89;  -4.27;   0.87;   1.25;   0.92;  -4.78;   0.22;   0.31;  -1.65;  -0.01;   0.11;  -1.35;   0.04;   2.45
193810;   5.21;  16.47;   3.77;  13.47;   9.10;   9.74;   3.15;   5.62;   6.87;   9.48;   9.69;  14.05;   8.01;  12.18;   7.08;  24.91;   4.93;   8.15;  -1.49;  21.09;   3.56;   3.77;   5.31;   8.79;  14.19;   8.76;   8.21;   6.80;   9.48;   4.00
193811;  -3.12;   2.54;  -1.21;  -1.94;  -6.41;  -3.33;  -5.26;   1.43;  -0.31;  -5.87;  -4.41;  -0.87;  -4.50;  -5.91;  -1.57;   4.29;  -2.05;  -2.97;  -0.14;  -7.02;   0.65;  -6.10;  -0.58;  -5.18;  -1.93;   4.75;  -0.53;   1.41;  -1.48;   5.06
193812;   3.47;  -4.57;   2.90;  -0.60;  -1.06;   1.22;  -0.02;   0.86;   5.67;   2.21;   5.75;   4.66;   3.71;   2.99;   2.20;  14.36;   1.72;   0.62;   4.98;   3.95;   2.58;  -5.11;   3.38;   5.15;  12.14;   3.99;   0.91;  -0.95;  -0.75;  11.48
193901;  -1.75;  -8.93;  -1.83; -12.33;  -6.16;  -1.21;   3.51;  -0.96;  -6.56;  -5.50; -10.87; -12.90;  -9.59;  -7.91;  -8.40; -11.31;  -4.88; -10.49;  -6.27;   1.21;   1.81;  -7.56;  -6.55;  -7.94; -11.25;  -9.61;  -3.00;  -6.66;  -6.06; -11.11
193902;   3.83;   8.66;  -0.35;   3.58;   0.93;   2.24;   3.18;   3.73;   1.07;   2.50;   3.12;   4.47;   6.40;   3.86;   7.41;   4.14;  -1.82;   5.08;  -1.23;   8.79;   3.53;   4.04;   0.30;   1.04;   8.02;   1.22;   6.27;   5.60;   4.23;   0.72
193903;  -5.46; -14.44;  -4.15; -21.25; -20.24;  -6.34;  -7.11;  -4.36;  -8.11; -14.87; -21.36; -21.20; -17.26; -17.94; -17.82; -24.21;  -9.50; -18.28;  -8.27; -13.66;  -2.31; -15.48;  -8.35; -12.28; -17.90; -10.94;  -9.52; -14.47; -12.02; -18.75
193904;   1.69;  -1.96;  -0.74;   1.53;   4.90;   1.27;  -0.57;   1.00;  -1.72;  -1.61;  -0.96;  -2.92;  -1.00;  -0.53;   0.58;   3.36;   0.00;  -1.06;  -1.06;   3.03;   2.75;   2.59;  -7.27;  -0.09;  -2.19;   0.38;  -0.15;   1.00;  -3.36;  -1.53
193905;   6.30;   6.32;   4.04;  13.99;   8.95;   6.34;   2.73;   5.50;   6.28;   8.48;  11.25;   7.56;   9.20;   7.19;   8.16;   9.07;   2.28;   6.25;   2.55;   6.60;   5.56;   2.80;  10.75;   5.10;   9.52;   6.45;  11.58;   3.81;   8.80;  10.49
193906;  -3.08;  -4.97;  -0.09; -11.63;  -7.90;  -1.02;   0.54;   1.08;  -2.69;  -4.49;  -9.30;  -9.88;  -8.77;  -9.00;  -6.57; -10.39;  -3.95; -10.16;  -5.93;  -3.55;  -3.84;  -9.36;  -5.88;  -4.06;  -9.69;   1.69;  -2.70;  -5.66;  -5.37; -10.28
193907;   7.06;   4.25;   3.79;  16.79;   9.70;   8.88;   7.73;   3.08;  10.42;  16.55;  13.70;  18.78;  11.25;  16.25;  17.15;  12.93;  10.75;  10.45;   2.90;  12.72;   6.51;   1.08;   9.57;   8.96;  13.32;   7.57;   8.80;   1.75;  11.12;  18.91
193908;  -7.57;  -9.20;  -6.56; -15.82; -14.11;  -5.82;  -7.20;  -5.46;  -2.46; -10.77; -12.04;  -8.63; -10.48;  -8.38;  -7.01; -11.82;  -6.12;  -6.01;  -3.90;  -6.04;  -4.19;  -1.93;  -7.53;  -3.76; -11.15;  -9.77;  -7.25; -11.69;  -9.32;  -7.72
193909;   6.28;   3.67;  -3.03; -14.37;  24.19;   4.84;  25.26;   7.06;  17.18;  25.68;  12.14;  44.04;  35.06;  18.50;  24.41;  49.11;  13.62;  92.58;  25.05;   3.60;   2.36;   3.94;  -0.94;  25.31;  41.70;   4.31;   1.56;   2.01;  12.37;   0.87
193910;   2.63;   5.01;   5.81;  15.61;  -1.98;   3.73;  -3.52;   0.22;  -3.06;   1.06;   2.77;  -4.82;  -5.27;  -3.00;  -1.91;   3.26;   2.24; -10.20;  -3.86;   2.12;   3.05;   6.02;   4.48;  -3.13;  -4.52;   2.28;   5.84;   4.67;  -0.13;   3.18
193911;  -0.99;  -3.65;   1.76;  -8.92; -12.17;  -0.12;  -0.73;   1.22;  -2.75;  -5.89;  -5.06;  -9.66;  -7.62;  -3.23;  -3.34; -10.54;  -3.60; -21.36;  -6.02;  -1.50;   0.97; -14.58;  -1.23;  -3.89;  -7.06;  -2.15;  -2.32;  -2.43;  -0.47;  -2.66
193912;   2.97;  -0.60;   4.84;   3.50;   3.82;   4.11;  -2.64;   3.77;   4.57;   2.87;   1.89;   2.17;   5.78;   4.69;   3.95;   6.41;  -0.51;   0.14;  -0.09;   2.95;   2.89;  -5.66;   1.16;   5.67;   3.22;  -8.51;   3.23;  -1.23;  -1.87;   1.17
194001;   1.47;   1.63;   2.32;   1.11;   1.95;   3.30;   1.20;  -1.79;  -2.72;   0.06;  -1.51;  -9.43;  -6.16;  -4.97;  -4.28;  -6.46;  -1.89;  -4.19;  -2.17;  -0.05;  -0.12;   7.04;  -2.35;  -0.49;  -4.60;  -2.33;  -0.97;   1.47;   0.36;   3.99
194002;   0.38;   2.89;   1.81;  -0.45;   1.13;   1.50;   1.06;   1.49;   2.68;   0.12;  -2.27;   5.31;   0.92;  -0.07;   2.23;   2.22;   0.23;   5.16;   0.92;  -1.25;   1.04;  16.17;  -1.78;   3.11;   1.45;   4.10;   2.48;   3.06;   0.34;   2.40
194003;   2.37;   4.44;   0.63;   1.02;   2.40;   0.30;  -1.59;   1.91;   2.43;   1.38;   1.22;   0.69;   3.29;   4.37;   3.43;   1.94;   1.74;   2.10;   1.71;   1.75;   1.16;   5.80;  -0.06;  -0.62;   3.23;   4.98;   3.05;   6.75;   2.58;   2.41
194004;   1.78;  -0.83;   2.15;  -7.59;   0.84;   1.37;   2.93;  -0.31;   0.72;  -2.01;  -0.83;   0.70;   0.17;  -2.24;  -0.78;  -0.32;  -1.25;   1.81;   0.16;  -1.34;   0.33;  -2.90;   0.36;   6.95;  -0.03;  -2.02;  -0.13;   0.80;  -0.80;  -0.75
