Date;Food;Beer;Smoke;Games;Books;Hshld;Clths;Hlth;Chems;Txtls;Cnstr;Steel;FabPr;ElcEq;Autos;Carry;Mines;Coal;Oil;Util;Telcm;Servs;BusEq;Paper;Trans;Whlsl;Rtail;Meals;Fin;Other
197208;   0.93;   5.15;  -2.73;  -2.51;   0.11;  -0.79;  -0.11;   1.04;   7.60;  -2.30;   0.93;   8.44;   4.74;   0.52;   4.32;   2.65;   3.21;  11.24;  12.49;   5.97;   5.15;   0.69;   2.93;   1.92;   0.85;   2.09;  -0.61;  -1.61;   6.09;   4.86
197209;  -1.31;  -0.40;  -7.57;  -2.91;  -1.81;   1.78;  -3.23;  -0.44;  -4.59;  -3.57;  -2.86;  -3.94;  -1.49;  -2.13;  -1.11;  -2.19;  -2.86; -15.31;  -0.09;   0.20;   4.31;  -2.84;  -1.15;  -2.62;  -6.34;  -3.53;  -0.21;   0.59;  -0.20;  -3.81
197210;   1.96;  -3.90;  -1.07;  -0.09;  -3.67;   2.09;  -1.23;   1.51;   0.11;   0.93;  -0.75;  -1.89;  -0.83;   2.46;  -3.62;  -1.56;  -0.34;  -4.90;   3.17;   6.77;   2.30;  -2.36;  -3.46;   3.30;   2.88;  -0.74;   0.73;   3.54;   1.62;  -2.68
197211;   5.86;   4.79;  10.20;   4.71;   5.08;   0.29;   9.99;  -0.56;   6.02;   9.03;   7.91;  13.36;   6.08;   2.68;  10.21;   7.87;   4.23;  15.71;   6.13;   6.40;   7.06;   4.62;   2.68;   5.48;   5.70;   3.95;   6.04;   6.27;   4.72;   5.07
197212;   2.15;  -0.82;  -3.37;   5.76;   1.87;   4.43;  -2.97;   3.74;   0.97;  -1.06;  -1.87;  -5.64;  -0.43;   0.38;  -0.49;  -3.46;   3.07;  -3.36;   1.11;  -1.54;   1.45;  -0.86;   2.05;   1.20;  -3.89;  -0.29;   1.40;   2.91;  -0.78;  -2.60
197301;  -2.89;  -5.25;   0.14; -13.13;  -7.56;  -4.15;  -6.85;  -1.19;  -2.57;  -7.99;  -8.11;  -0.96;  -4.53;  -5.73;  -5.89;  -7.32;   3.28;  13.85;   5.01;  -4.27;  -2.12;  -6.76;   2.19;  -4.12; -10.28;  -7.03;  -3.92;  -4.68;  -7.51;  -2.05
197302;  -3.79;   1.94;  -1.26; -11.70;  -4.84;  -0.85;  -9.72;  -0.71;  -0.37;  -8.24;  -7.46;  -1.55;  -3.92;  -6.12;  -6.50;  -4.86;   4.99;  -0.09;  -7.44;  -1.98;  -4.64;  -8.79;  -2.87;  -4.45;  -6.18;  -6.33;  -5.79; -12.20;  -6.12;  -6.27
197303;  -1.21;   0.78;   1.02;  -4.23;  -1.83;  -1.37;  -4.61;   0.78;   0.73;   0.54;  -1.35;   3.67;  -3.76;  -0.02;  -2.20;  -1.47;  -1.37;   0.64;   3.10;  -2.15;   0.53;  -2.90;  -1.25;   2.56;   3.27;  -6.01;  -6.40;   1.11;  -0.38;  -1.06
197304;  -4.00;  -5.09;  -9.06;  -8.72; -12.14;  -5.45;  -7.97;  -5.49;  -3.64;  -6.79;  -3.83;  -1.15;  -5.95; -10.06;  -3.13;  -7.33;  -1.07;  -9.53;  -0.95;  -0.60;   0.88;  -7.81;  -6.64;  -3.91;  -8.56;  -7.74;  -7.90; -17.33;  -8.01;  -8.32
197305;  -0.87;  -0.53;  -1.92;  -5.96;  -3.05;  -0.42;  -7.13;   1.06;  -1.11;  -5.68;  -4.10;  -5.18;  -3.21;   1.80;  -6.01;  -4.50;  -2.18;  -2.06;  -3.56;   0.35;  -0.84;  -9.03;  -2.43;   2.34; -10.43;  -7.36;  -1.58;  -5.54;  -3.25;  -6.13
197306;  -3.29;  -1.24;   3.53; -10.05;  -4.19;   1.36; -12.85;   0.01;  -1.55;  -5.25;  -2.48;  -2.67;  -1.90;   3.33;  -2.93;  -8.03;   3.05; -10.08;   1.68;  -2.50;  -0.32;  -7.72;  -0.03;  -0.20;  -5.25;  -5.36;  -5.46;  -9.22;   2.54;  -3.08
197307;   5.78;   5.42;   5.38;  15.59;  10.57;   4.64;  12.71;   6.87;   7.21;   9.44;  13.43;   7.07;  12.32;   8.70;   5.80;  14.10;   7.58;  -3.86;   0.34;  -2.40;  -0.32;  18.03;   4.61;   6.19;   8.03;  16.03;   9.92;  17.42;   8.97;   7.71
197308;  -1.96;  -1.71;  -7.39;  -1.94;  -4.11;  -4.45;  -7.95;  -6.90;  -1.81;  -4.76;  -2.19;   1.11;   2.30;  -5.26;  -3.26;  -4.01;   0.57; -10.96;  -3.76;  -2.10;  -3.89;  -2.57;  -3.74;   4.48;  -3.99;  -1.82;  -4.75;  -1.42;  -2.32;  -2.87
197309;   6.86;  -0.90;   1.53;   4.67;   8.27;  -1.08;  10.08;   0.78;  10.35;   6.40;   9.68;   9.87;   8.69;   9.63;   7.37;   8.63;  10.43;  29.12;   9.08;   7.91;   7.64;   8.78;  -3.25;   5.24;  12.20;   9.83;   6.71;   8.87;   7.38;   5.29
197310;  -2.32;   1.73;  -0.54;  -7.21;  -4.07;  -0.88;  -6.97;   1.83;   2.60;   1.57;  -0.12;   7.41;   2.41;  -3.09;  -7.03;  -0.33;   6.92;  11.62;   5.13;  -3.41;  -5.56;  -4.33;   4.14;   0.50;   0.15;  -0.14;  -3.88;  -6.99;  -1.78;  -0.83
197311; -12.22; -13.91;  -8.04; -25.96; -16.81; -12.05; -25.20;  -7.76; -17.91; -20.78; -16.74; -14.21; -12.86;  -9.84; -21.54; -15.92;  -4.95; -12.05;  -6.18; -11.64;  -4.33; -18.01; -11.30; -12.22; -14.60; -18.47; -17.25; -31.68; -12.38; -13.44
197312;  -1.17;   1.83;   2.25;  -3.51;  -4.36;  -3.01;  -8.64;  -4.48;   5.74;  -7.14;  -0.19;  10.50;   3.43; -10.73;  -3.56;   0.34;   8.29;  10.36;   8.64;   3.43;   4.17;  -0.13;  -4.35;   5.05;   6.97;  -2.96;  -0.80;   6.46;   2.09;   0.09
197401;   1.88;  -0.84;   3.14;   8.85;  -0.86;  -2.59;   9.75;  -2.56;   2.19;  10.91;   4.97;   4.90;  -3.27;  -0.92;  11.59;   6.31;   4.76;   5.75;  -7.58;   4.55;   2.09;   1.81;   1.10;   0.26;   0.51;   5.32;   7.82;   0.80;   0.34;   1.57
197402;   0.39;  -1.70;   1.95;  -1.64;  -2.72;  -3.41;   2.29;  -1.22;   1.96;   0.38;   4.10;   3.46;   0.25;  -1.80;  -0.44;   5.12;   1.79;   5.55;  -1.63;   0.29;   4.71;  -1.84;  -0.48;   1.23;   7.91;   2.30;   1.36;  -5.07;   0.56;  -0.96
197403;  -2.50;  -2.18;  -5.97;   4.42;   4.01;  -0.25;  -1.61;   1.21;   1.45;   2.89;  -0.54;  -2.66;  -5.06;  -2.20;  -0.03;  -5.71;  -6.21;   4.61;  -3.32;  -3.66;  -4.58;  -1.59;  -2.67;   0.43;  -4.85;   1.60;  -4.53;   5.03;  -4.14;  -2.95
197404;  -3.22;  -3.66;  -2.79;  -7.53;  -5.53;  -4.18;  -4.70;  -1.48;   0.96;  -0.44;  -4.77;   0.17;  -4.71;  -4.03;  -2.26;  -3.41;  -7.93;   2.54;  -6.39; -12.23;  -5.32;  -9.96;  -3.49;  -1.06;  -3.92;  -1.95;  -2.00;  -3.02;  -6.75;  -5.22
197405;  -3.74;  -4.52;   5.38;   0.99;  -1.98;   1.01;  -7.00;  -0.12;  -0.11;  -6.89;  -8.33;  -8.93;  -4.84;  -6.02;   2.37;  -6.14;  -8.05;  -8.23;  -7.50;  -4.93;  -1.55;  -9.46;  -4.11;  -5.82;  -4.75;  -3.89;   2.16;  -2.10; -10.12;  -6.63
197406;   0.05;  -3.26;  -0.49;  -6.07;   1.29;  -0.51;  -3.00;  -1.62;   0.41;  -2.10;  -4.46;   2.94;  -0.83;  -8.03;  -3.45;  -0.38;   2.48;  -6.29;  -0.19;  -6.22;   0.27;  -4.53;  -2.82;   0.73;  -1.40;  -4.20;  -2.08;  -6.80;  -6.84;  -6.71
197407; -12.60; -11.27;  -6.70; -13.05;  -6.43; -13.49;  -4.07; -14.14;  -4.29;  -2.64;  -6.36;   3.97;  -7.25;  -7.81; -10.95;  -6.41;   6.00;  -8.96;  -0.44;   0.74;  -7.63;  -6.66;  -8.58;  -5.14;  -6.93;  -3.72; -13.61; -14.62;  -7.22;  -7.77
197408; -11.38; -17.49;  -2.83;  -1.25; -11.32; -11.97;  -5.04;  -8.06; -11.03;  -7.32; -10.27;  -8.09;  -9.69; -10.42;  -4.56;  -9.98; -10.47;  -1.65;  -8.71;  -8.69;  -0.03; -11.84;  -4.86;  -8.65;  -9.68;  -9.80; -14.01;  -7.83; -11.79;  -8.97
197409; -13.11; -16.62; -12.01; -20.33;  -6.71; -17.41;  -9.79; -15.56; -10.24;  -7.14; -11.73;  -8.15; -11.86; -12.89;  -9.50;  -7.92; -12.89;  -6.08;  -8.01;  -1.32;  -3.81;  -8.02; -17.10; -15.39;  -9.07; -10.71; -11.28; -21.55;  -7.11; -11.61
197410;  20.37;   9.62;  22.39;   9.40;   2.30;  16.70;   3.98;  29.59;  17.93;   5.83;  14.67;   9.73;  22.65;  17.42;  -2.27;  10.01;  19.74;  46.50;  20.51;  13.02;  10.85;  16.95;  14.75;  17.35;  19.18;  17.28;   7.97;  15.20;  21.01;  20.40
197411;  -3.49;  -4.19;   0.92;  -3.37;  -2.39;  -5.24; -11.67;  -1.23;  -9.98; -13.45;  -4.54;  -1.31;  -3.00;  -7.18;  -6.39;  -0.31;  -3.01;   4.02;  -4.40;  -0.15;  -3.07;  -5.84;  -4.86;  -7.01;  -7.10;  -4.56;  -5.96;  -6.55;  -2.14;  -1.27
197412;   0.78;  -7.44;   1.91; -10.21;  -4.18;  -5.36;  -2.99;  -3.32;  -3.73;  -2.36;  -6.07;  -3.83;  -3.80;  -4.43;  -0.24;  -6.15;  -7.45;   0.51;   0.86;  -0.83;   1.57;  -2.05;  -5.29;  -5.99;  -5.72;  -1.96;  -2.72; -10.02;  -2.64;  -6.29
197501;  19.35;  25.82;   5.56;  31.47;  23.41;  17.33;  32.55;  -0.75;  10.36;  19.75;  25.84;  17.73;  11.78;  19.03;  22.56;  17.63;  12.72;  18.27;   6.55;  18.83;  11.09;  23.84;  15.22;  10.67;  17.56;  17.56;  27.14;  28.74;  17.32;  15.82
197502;   4.71;  10.77;  -3.33;  13.06;   9.27;  11.52;  -0.09;  16.07;   8.95;   3.11;   3.99;   1.61;   7.95;  12.35;   0.58;   7.76;   6.61;  -2.62;   2.36;   0.88;   5.15;   6.42;  13.25;   8.19;   5.58;   6.41;   3.82;  16.44;   0.26;   4.07
197503;   5.62;   4.81;   5.78;  15.10;   9.01;   3.50;  22.55;   1.29;   5.97;   8.71;   8.53;  11.63;   5.52;   4.23;   6.86;   9.54;   8.64;  17.57;  -2.65;  -1.33;  -0.88;   4.51;   0.86;   1.50;   4.06;   7.65;  11.02;  14.86;   2.51;   2.83
197504;   1.49;  -3.86;   4.96;   8.51;   6.68;   6.70;   5.47;   0.65;  16.00;   9.29;   4.33;   9.52;   5.80;   8.48;   3.25;  10.15;   8.64;  22.01;   6.98;  -1.63;  -0.96;   2.14;   5.60;  11.54;   4.41;   4.89;   0.88;  13.67;   1.33;   4.59
197505;   6.84;   5.26;   1.98;   3.47;   3.79;   2.33;   2.11;   6.53;   0.24;   3.68;   5.42;  -4.95;   4.93;  12.65;   3.78;  10.74;   6.58;  23.32;  11.84;   8.54;   3.55;   7.60;   5.89;   5.27;  -0.45;   3.32;   4.54;   2.03;   6.40;   5.66
197506;   5.00;   3.27;   4.87;   5.88;   3.66;   3.24;  10.30;   0.96;   4.39;   6.72;   5.66;   6.14;   5.75;   2.34;   9.55;   8.05;   4.88;  -3.10;   6.72;  10.74;   4.05;   7.53;   2.17;   2.43;   3.98;   6.40;   7.76;   5.71;   6.34;   5.82
197507;  -5.57;  -4.52;  -6.64;  -6.52;  -5.79;  -7.99;  -3.62; -12.03;  -4.42;  -3.46;  -5.45;  -6.58;  -4.55;  -6.40;   1.21;  -6.40;  -4.28;  -3.23;  -4.27;  -4.80;  -4.21;  -6.47;  -9.45;  -6.37;  -2.64;  -1.45;  -8.18;  -8.49;  -7.32;  -4.73
197508;  -2.02;  -4.72;  -4.58;  -2.39;  -2.77;  -4.44;  -5.86;  -3.32;   1.82;  -2.66;  -1.40;   3.82;  -2.02;  -5.55;  -2.63;  -1.36;  -8.77;  -3.78;  -0.81;  -1.23;  -3.54;  -5.37;  -2.87;   1.61;  -3.17;  -3.28;   0.53;  -3.88;  -6.12;  -4.69
197509;  -2.80;  -5.67;   1.56;  -2.37;  -5.79;  -4.08;   1.64;  -6.52;  -8.54;  -0.44;  -6.76;  -5.35;  -4.09;  -7.42;  -1.17;  -4.24;  -3.62;   1.59;  -1.22;  -0.98;  -1.27;  -5.99;  -0.70;  -7.07;  -3.72;  -3.57;  -3.63;  -3.12;  -7.53;  -6.05
197510;  13.49;   0.89;   6.29;   0.64;   7.25;   9.45;  12.61;  10.67;   6.61;   8.53;   4.64;  -2.82;   2.84;   0.48;   9.53;   1.51;  -2.84; -15.89;  -1.05;   6.55;   6.82;   3.74;   8.40;   8.92;   4.87;   3.19;  10.61;  11.94;   5.03;   4.19
197511;   3.36;   2.67;   5.91;   3.49;   3.54;   3.82;   8.45;   5.13;   2.10;   4.51;   3.45;   1.64;   0.00;   6.59;   4.13;   0.01;  -2.22;   2.95;  -1.77;   3.16;   4.28;   3.32;   5.03;   3.96;   4.74;   1.40;   4.42;  11.03;   4.84;   2.90
197512;  -2.19;   0.46;  -0.33;  -3.01;  -0.49;  -3.35;  -1.00;  -6.36;  -0.04;  -1.04;   0.64;   2.14;   0.13;  -6.57;   1.12;  -3.38;   1.54;   3.12;   0.03;   1.35;  -0.12;  -1.42;  -1.21;  -2.45;   2.26;   0.63;  -3.76;  -2.15;  -0.42;  -1.43
197601;   7.86;  16.07;   7.44;  20.68;  15.93;  12.34;  22.60;   7.74;  20.03;  20.26;  18.15;  21.23;  19.06;  17.40;  13.89;  17.75;  12.81;  21.50;   8.21;   8.31;   9.49;  14.41;  18.32;  17.33;  14.34;  16.30;   7.91;  11.68;  12.19;  11.65
197602;  -3.87;   1.72;  -1.09;   2.91;   1.96;  -2.12;   4.85;  -6.56;   2.63;   4.28;   5.09;   5.22;   4.46;   2.52;   4.32;   4.73;   2.38;   1.18;  -3.30;  -3.55;   3.54;   6.33;   1.15;   1.34;   6.38;   7.41;   4.37;   4.80;   1.95;   4.12
197603;   0.76;   0.24;   0.73;  -0.51;  -1.85;   3.11;   5.17;   6.54;  -3.58;   0.81;   3.00;  -0.04;   0.37;  -0.04;   4.74;   6.16;   5.32;  -4.07;   7.48;   1.45;   0.57;  -2.74;   3.00;   4.26;  -1.69;   0.53;   4.32;  -0.09;   3.25;   0.75
197604;  -0.96;  -4.24;  -1.40;  -1.71;  -2.37;  -4.35;  -2.10;  -4.31;   0.01;  -4.15;  -0.15;   1.38;  -0.09;   1.48;   1.37;   2.75;   1.84;  11.77;   1.93;   0.63;   1.72;  -3.12;  -3.43;  -1.64;   0.51;  -1.21;  -5.18;  -5.60;  -2.62;   0.19
197605;  -0.30;  -5.38;  -2.37;  -1.42;  -3.16;  -2.90;  -8.63;  -2.82;  -2.58;  -5.29;  -4.03;   0.49;   2.65;  -1.27;  -2.92;   1.42;  -0.14;  10.12;   5.46;  -1.47;  -2.90;  -1.27;   0.54;  -2.04;   1.66;   0.98;  -6.39;  -7.48;  -2.17;  -1.37
197606;   5.54;   5.76;  -2.75;   4.63;   4.07;   6.24;   1.13;   3.67;  -0.27;   0.66;   3.50;   4.71;   6.81;   5.70;   3.19;  11.40;   4.81;   5.17;   5.10;   4.26;   3.59;   7.90;   8.24;   0.50;   4.91;   1.93;   0.79;   5.87;   6.48;   3.24
197607;   2.06;  -0.39;   2.73;  -3.90;   1.60;  -2.28;  -1.57;  -0.38;  -2.25;  -1.67;  -2.34;  -2.46;  -2.04;  -1.20;  -0.36;  -4.15;  -3.61;  -6.77;  -0.46;   2.82;   1.25;  -1.74;  -2.26;  -0.44;   0.07;  -2.26;  -1.68;  -5.55;   1.17;   1.26
197608;  -0.37;  -1.11;   3.85;  -3.44;  -0.79;  -0.53;  -3.38;   2.17;  -3.24;  -2.70;  -1.44;  -3.66;  -2.45;  -1.67;  -0.24;   0.47;  -2.76;  -8.61;  -0.70;   2.97;   4.74;  -2.65;  -0.75;  -1.03;  -3.98;  -2.74;   4.73;  -3.46;  -0.16;  -2.03
197609;   0.42;  -2.07;   6.67;  -0.17;   5.02;  -0.46;   2.30;   3.63;   0.40;  -0.64;   3.27;   1.69;   0.42;   4.42;   5.86;   3.95;   1.43;   7.39;   5.89;   4.08;   1.60;   3.20;   2.87;   3.18;  -0.35;   0.80;   0.37;  -0.23;   0.56;   1.21
197610;  -2.23;  -2.82;   0.14;  -0.71;  -0.44;  -2.71;  -0.95;  -3.74;  -2.49;  -1.02;   0.74;  -5.98;  -3.59;  -5.12;  -1.74;  -6.17;  -1.15;  -4.35;  -2.38;  -0.81;   1.29;  -3.17;  -4.51;  -1.96;  -3.82;  -4.26;  -0.23;  -2.84;   0.64;  -1.91
197611;   1.25;  -8.22;   2.42;  -0.90;   4.42;  -1.20;   8.28;  -9.76;  -5.00;   5.29;   3.67;  -0.12;   1.41;  -0.37;   0.58;   3.44;  -0.80;   0.52;   0.83;   3.15;   3.15;   2.17;   1.55;   0.44;   4.76;   2.66;   5.53;   2.76;   1.77;   2.41
197612;   3.96;   9.34;   3.98;  12.45;   8.70;   3.77;   7.00;   6.29;  10.14;   5.30;   7.78;   7.14;   6.18;   3.15;   9.96;   6.03;   6.26;   6.49;   6.32;   6.50;   3.45;  10.47;   3.72;   4.00;   4.94;   7.23;   1.60;   4.08;   8.88;   7.96
197701;  -4.36; -11.78;  -4.91;  -5.24;  -1.97;  -8.36;  -0.28;  -8.83;  -5.55;  -1.14;  -5.22;  -3.25;  -4.39;  -3.32;  -3.08;  -1.91;  -2.74;  -1.31;   0.32;   0.84;   0.12;  -1.14;  -3.92;  -8.88;  -3.27;  -0.74;  -7.43; -11.35;  -4.58;  -2.58
197702;  -0.86;   1.05;  -0.39;  -5.01;  -2.28;  -2.18;  -4.65;  -0.21;  -0.77;  -4.64;  -0.94;  -0.57;  -0.74;  -0.51;  -3.11;  -0.75;  -1.12;   3.14;  -3.15;  -3.42;   0.98;  -2.74;  -0.56;   1.43;  -3.19;  -2.52;  -1.56;  -2.34;  -1.63;  -1.53
197703;  -0.98;  -3.37;  -2.78;  -0.56;  -1.29;  -3.24;  -0.98;  -1.79;  -0.50;  -1.01;   0.81;   0.60;   4.22;   4.01;  -5.11;  -0.12;   2.01;   1.31;  -2.14;   0.18;  -1.04;   0.76;  -0.02;  -0.78;   0.06;   1.61;  -3.06;  -5.40;  -0.52;   0.76
197704;  -0.05;  -1.87;   2.06;  -2.01;   1.02;  -0.53;   2.46;  -5.22;  -0.48;   2.15;   2.38;   0.91;   3.90;   4.35;   2.20;   2.54;  -0.22;  -3.84;   2.67;   1.94;   0.66;   0.38;  -3.63;   0.16;   5.23;  -2.49;  -4.01;   0.71;   2.34;   1.51
197705;  -0.68;  -2.46;   1.29;  -2.10;   0.57;  -3.05;  -4.85;  -1.89;  -3.66;  -4.40;  -2.88;  -5.82;   0.03;  -1.98;  -0.46;   1.44;  -7.28; -10.68;  -0.21;   1.67;   1.43;  -0.12;  -1.49;  -4.37;   1.30;   0.25;  -3.74;   1.86;  -0.65;   0.05
197706;   4.30;   1.62;   2.43;   7.88;   8.27;   5.94;   6.50;   9.03;   0.21;   5.45;   4.14;  -0.04;   3.25;   5.97;   4.58;   9.23;  -1.26;  10.23;   6.01;   5.71;   1.94;  11.77;   7.81;   2.58;   2.38;   2.81;   5.87;  11.22;   6.00;   5.03
197707;   2.51;  -3.87;   1.87;  -0.37;  -0.17;  -1.69;  -1.20;  -2.23;  -3.43;  -1.42;  -3.27;  -7.41;  -6.49;  -0.48;  -2.58;  -1.89;  -4.59;  -9.02;  -1.66;   0.87;  -0.85;  -0.27;  -0.12;  -3.57;  -2.24;  -2.54;   0.15;   0.13;   0.43;   0.57
197708;  -0.17;   1.80;   2.31;   0.02;  -1.14;   2.52;   0.46;   3.84;  -2.94;  -1.28;  -1.88;  -5.27;  -1.60;  -0.67;  -1.16;  -3.03;  -1.26;  -5.03;  -5.86;  -3.25;  -2.28;  -0.63;   0.46;  -1.41;  -3.73;   0.65;   4.94;   5.31;  -1.18;  -0.42
197709;   0.49;   1.43;  -1.05;  -1.94;  -1.13;  -0.82;   2.69;  -0.89;  -0.44;   0.01;  -0.89;  -5.75;   1.69;  -2.43;   2.94;  -3.29;  -1.32;  -0.04;   0.76;   2.01;   3.48;   0.86;  -1.83;  -1.04;  -1.72;  -0.58;  -1.26;   2.49;  -0.03;   1.09
197710;  -4.56;  -4.32;  -2.29;  -6.25;   1.26;  -6.61;  -1.84;  -1.75;  -3.18;  -3.71;  -1.99;  -0.01;  -5.27;  -1.66;  -4.58;  -3.08;  -7.13;  -2.31;  -3.58;  -3.15;  -5.05;  -3.23;  -3.27;  -6.04;  -3.88;  -3.90;  -2.95;  -4.20;  -4.80;  -4.10
197711;   3.31;   5.54;   2.71;   9.40;   6.92;   2.42;   8.82;   6.09;   2.92;   6.92;   7.12;   1.49;   7.02;   4.91;   1.92;   7.54;   4.45;   4.39;   3.45;   4.29;   2.16;   8.81;   5.22;   4.62;   7.21;   6.36;   5.22;   9.30;   5.86;   6.24
197712;  -0.08;  -2.54;  -1.85;   1.44;   4.12;  -0.53;   0.63;   0.62;   1.35;  -1.06;  -0.13;   4.42;   1.19;  -1.56;  -1.11;   1.13;   1.32;  -2.67;   1.97;  -0.33;   2.15;   1.94;   2.45;   0.06;   1.40;   3.16;  -2.31;   2.14;  -0.10;   1.69
197801;  -5.16;  -0.33;  -6.20;  -7.14;  -8.24;  -7.38;  -5.79;  -1.89;  -6.36;  -1.11;  -6.18;  -4.56;  -6.62;  -2.90;  -6.26;  -6.64;  -4.58;  -5.19;  -6.96;  -4.54;  -4.16;  -5.60;  -4.72;  -6.19;  -1.35;  -5.21;  -6.86;  -7.81;  -6.02;  -3.61
197802;  -0.04;   0.06;   0.68;  -0.69;  -0.37;  -3.12;   2.00;  -3.02;  -4.85;  -0.03;  -0.23;  -3.82;  -0.38;  -2.42;   1.18;   3.37;  -2.37;   2.26;  -1.16;  -0.42;   4.16;   1.26;  -3.52;  -4.06;  -1.47;   1.56;  -1.34;   3.93;   0.08;  -0.10
197803;   2.63;   3.17;   3.99;   9.23;   9.66;   2.40;   7.41;   4.17;   4.03;   3.30;   5.67;   6.15;   3.44;   3.10;   5.99;   9.51;   4.89;  -6.10;   2.21;   2.48;   2.62;   7.66;  -0.82;   3.01;   4.87;   6.39;   1.69;   7.15;   5.17;   5.91
197804;   6.36;   4.33;   8.58;  12.05;   9.66;  13.71;   6.89;   9.24;  10.81;   5.55;  10.21;   8.88;  11.17;  12.35;   8.10;  13.18;   2.56;  13.25;   6.59;   0.18;   2.93;   6.98;  13.39;  11.50;   9.43;   7.71;  11.57;  10.52;   9.98;   8.17
197805;   4.32;   5.01;   2.56;   7.28;   4.91;   4.38;   3.35;   5.17;   0.36;   3.62;   2.70;   3.41;   5.21;   8.86;  -1.18;  11.15;   5.32;  -3.38;   0.94;   0.71;  -0.39;   6.64;   1.49;   3.30;   2.56;   4.22;  -0.33;   7.96;   1.32;   4.40
197806;   0.64;  -1.71;   0.02;  -0.91;  -0.36;  -1.95;  -3.22;   1.14;  -2.46;  -1.20;  -1.48;  -6.16;  -0.99;  -2.49;  -2.83;   3.53;  -4.38;  -1.07;  -3.79;   0.83;  -1.54;  -0.14;  -0.36;  -0.51;  -0.59;  -1.09;  -2.20;   2.46;  -0.53;   0.96
197807;   2.29;   6.04;   4.51;   7.46;   7.05;   7.38;   1.71;   8.87;   5.42;   3.60;   7.90;   8.14;   5.91;   8.82;   3.92;  15.08;   8.61;   2.41;   3.36;   2.82;   1.43;   7.73;   8.65;   9.75;  12.05;   5.58;   5.24;   5.88;   5.20;   6.25
197808;   3.57;  -0.37;   1.34;   7.79;   7.29;   2.74;   5.95;   0.97;   4.82;  10.52;   8.39;   0.47;   4.34;   1.45;   2.39;   4.44;   4.97;  -0.81;   5.24;   0.45;   3.53;   6.51;   5.92;   5.43;   3.96;   7.72;   5.48;  14.00;   5.60;   6.68
197809;  -0.75;   1.41;   2.06;  -5.40;  -3.05;  -3.14;  -1.48;  -2.71;  -0.37;   2.65;  -2.18;   1.26;  -0.76;  -4.78;   0.85;  -6.98;   2.98;   0.72;   4.84;  -0.25;   1.22;  -3.66;  -4.15;  -3.09;  -3.60;  -2.02;  -2.36;  -2.81;  -0.88;  -1.77
197810; -10.16; -14.58;  -8.24; -18.12; -13.36;  -9.29; -15.42; -12.84;  -9.63; -18.56; -16.16; -11.96; -14.02; -12.62; -10.55; -15.83; -10.43; -17.97; -10.49;  -7.10;  -4.50; -17.89; -10.64;  -8.30; -17.94; -16.72; -12.96; -23.39; -11.47; -16.48
197811;   1.29;   4.42;   2.56;   7.08;   2.78;   3.22;   3.26;   5.18;   1.15;   4.36;   0.65;   1.24;   3.51;   2.63;   0.45;   9.39;  -1.25;   6.59;   6.17;   3.00;   3.02;   5.34;   5.13;   1.34;   3.61;   5.99;   1.97;   4.90;   1.75;   4.27
197812;   1.47;   3.36;   2.48;   2.09;   2.59;   0.91;   1.41;   3.42;   0.07;  -1.41;   1.21;   0.21;   2.90;  -0.25;  -0.41;   2.57;   4.50;  -2.05;   2.89;  -1.25;   0.10;   1.23;   6.60;   0.82;  -1.04;   2.71;  -1.58;  -2.89;   1.37;   2.98
197901;   3.01;   6.62;   0.54;   5.40;   6.70;   3.35;  10.37;   1.42;   6.48;   8.19;   8.57;  13.51;   5.57;   6.70;   5.83;   4.66;  11.02;   8.77;   3.00;   6.37;   3.66;   4.94;   4.19;   7.77;   3.69;   5.80;   6.34;   6.83;   5.31;   7.01
197902;  -4.02;  -3.91;  -3.02;  -6.53;  -3.51;  -5.23;  -3.01;  -4.52;  -2.29;  -0.02;  -3.09;  -3.57;  -3.11;  -5.47;  -3.71; -11.80;   1.49;   0.61;   0.61;  -1.64;  -0.65;  -5.93;  -3.30;  -3.83;  -5.60;  -1.87;  -4.31;  -4.57;  -3.34;  -2.93
197903;   2.45;   8.10;   5.25;   7.54;   3.34;   4.76;   9.53;   5.04;   9.71;   7.92;   8.61;   8.93;   7.16;   5.01;   6.68;   7.01;   8.09;  16.63;   9.18;   2.32;   0.16;   9.12;   7.64;   7.77;   9.78;   7.45;   5.80;   9.47;   7.44;   8.43
197904;  -0.50;   2.21;  -0.21;   2.38;   1.69;   0.77;  -0.36;   0.43;  -1.96;   1.38;   2.80;  -0.69;  -0.38;  -0.02;   2.42;  -0.96;  -0.89;  -7.32;   4.51;  -2.75;  -2.15;   3.80;   0.19;  -2.19;   0.37;  -0.42;   0.81;   6.81;   1.43;   2.51
197905;  -1.40;  -4.70;  -2.81;  -2.04;  -2.70;  -2.71;   0.42;  -2.64;  -2.92;  -1.58;  -1.73;  -2.60;  -0.71;  -0.97;  -1.46;  -5.10;   2.99;   6.66;  -2.59;   1.44;   0.09;  -0.39;  -1.98;  -0.80;   0.92;  -1.38;  -2.75;  -3.13;   0.19;  -1.36
197906;   3.23;   6.12;   5.54;   2.23;   2.17;   0.93;   0.97;   4.83;   3.88;   3.73;   4.21;   2.16;   6.23;  10.27;   2.67;   4.98;   8.50;  14.37;   9.19;   4.97;   1.93;   4.38;   0.41;   2.07;   2.68;   3.56;   2.47;   2.45;   8.71;   6.32
